customer_id,registration_date,region,acquisition_channel,preferred_device,preferred_category,segment,base_purchase_prob,age_band
C01326,2022-02-22,Scotland,Organic Search,Desktop,Home & Garden,Loyal,0.55,18-24
C01327,2022-11-04,Wales,Paid Search,Desktop,Beauty,Champions,0.72,45-54
C01328,2022-01-06,Scotland,Email,Mobile,Clothing,Hibernating,0.12,25-34
C01329,2024-10-15,Scotland,Organic Search,Desktop,Clothing,Champions,0.72,55+
C01330,2023-02-19,Midlands,Email,Mobile,Home & Garden,At Risk,0.28,45-54
C01331,2024-04-04,London,Email,Desktop,Electronics,New,0.38,18-24
C01332,2024-03-10,London,Email,Desktop,Home & Garden,Loyal,0.55,18-24
C01333,2022-06-04,South East,Paid Search,Mobile,Sports,At Risk,0.28,55+
C01334,2023-11-30,South East,Social Media,Tablet,Home & Garden,Loyal,0.55,25-34
C01335,2023-04-10,London,Email,Mobile,Electronics,New,0.38,35-44
C01336,2022-10-07,North West,Social Media,Mobile,Home & Garden,Loyal,0.55,35-44
C01337,2022-08-24,Midlands,Social Media,Mobile,Clothing,New,0.38,18-24
C01338,2023-02-22,London,Paid Search,Mobile,Electronics,Loyal,0.55,45-54
C01339,2024-11-16,North East,Email,Desktop,Home & Garden,At Risk,0.28,18-24
C01340,2023-06-11,Scotland,Email,Mobile,Electronics,New,0.38,35-44
C01341,2024-03-01,South East,Paid Search,Mobile,Toys,At Risk,0.28,18-24
C01342,2023-12-18,London,Organic Search,Desktop,Sports,Champions,0.72,35-44
C01343,2022-05-11,Midlands,Paid Search,Mobile,Electronics,At Risk,0.28,25-34
C01344,2023-09-20,London,Social Media,Desktop,Home & Garden,Lost,0.05,25-34
C01345,2022-10-12,Scotland,Paid Search,Mobile,Home & Garden,Loyal,0.55,25-34
C01346,2021-07-15,North West,Organic Search,Mobile,Electronics,New,0.38,25-34
C01347,2022-06-15,Yorkshire,Social Media,Mobile,Sports,New,0.38,45-54
C01348,2022-06-06,London,Paid Search,Mobile,Electronics,Lost,0.05,35-44
C01349,2023-11-16,North West,Referral,Tablet,Electronics,Hibernating,0.12,18-24
C01350,2022-07-20,Midlands,Referral,Desktop,Clothing,At Risk,0.28,25-34
C01351,2022-08-22,Wales,Social Media,Desktop,Beauty,Hibernating,0.12,25-34
C01352,2022-12-07,Wales,Paid Search,Desktop,Clothing,Loyal,0.55,35-44
C01353,2024-10-26,North East,Social Media,Desktop,Beauty,At Risk,0.28,25-34
C01354,2023-05-05,Scotland,Social Media,Mobile,Beauty,New,0.38,35-44
C01355,2021-04-28,South East,Email,Mobile,Clothing,Lost,0.05,35-44
C01356,2022-10-26,London,Paid Search,Desktop,Sports,Lost,0.05,35-44
C01357,2024-03-31,Scotland,Paid Search,Desktop,Clothing,Hibernating,0.12,25-34
C01358,2022-02-05,North West,Paid Search,Mobile,Beauty,New,0.38,45-54
C01359,2023-08-01,North West,Paid Search,Desktop,Toys,At Risk,0.28,55+
C01360,2024-08-19,Yorkshire,Email,Desktop,Electronics,Lost,0.05,55+
C01361,2024-03-07,South West,Direct,Mobile,Home & Garden,Hibernating,0.12,35-44
C01362,2022-03-06,North East,Email,Desktop,Electronics,Loyal,0.55,35-44
C01363,2024-11-26,Midlands,Email,Mobile,Clothing,Lost,0.05,35-44
C01364,2022-08-30,London,Social Media,Desktop,Clothing,Hibernating,0.12,35-44
C01365,2023-02-27,London,Organic Search,Tablet,Home & Garden,Hibernating,0.12,35-44
C01366,2023-03-16,London,Direct,Mobile,Clothing,Hibernating,0.12,35-44
C01367,2023-12-02,London,Organic Search,Mobile,Clothing,Lost,0.05,45-54
C01368,2022-06-24,Midlands,Email,Mobile,Home & Garden,New,0.38,55+
C01369,2022-05-30,North West,Organic Search,Desktop,Beauty,At Risk,0.28,45-54
C01370,2022-09-19,South East,Referral,Desktop,Electronics,Loyal,0.55,35-44
C01371,2022-06-06,Scotland,Organic Search,Desktop,Books,New,0.38,35-44
C01372,2022-08-09,Yorkshire,Email,Mobile,Books,Lost,0.05,18-24
C01373,2022-01-05,Wales,Paid Search,Mobile,Home & Garden,New,0.38,45-54
C01374,2023-06-15,London,Paid Search,Mobile,Books,At Risk,0.28,45-54
C01375,2022-09-13,Midlands,Paid Search,Mobile,Sports,New,0.38,35-44
C01376,2023-07-28,Scotland,Paid Search,Desktop,Electronics,At Risk,0.28,18-24
C01377,2021-06-05,London,Social Media,Mobile,Home & Garden,Loyal,0.55,25-34
C01378,2022-10-29,North West,Email,Desktop,Beauty,New,0.38,35-44
C01379,2022-10-20,South East,Organic Search,Mobile,Sports,At Risk,0.28,25-34
C01380,2021-10-06,South East,Social Media,Mobile,Clothing,Loyal,0.55,25-34
C01381,2021-12-26,Yorkshire,Paid Search,Desktop,Home & Garden,Loyal,0.55,45-54
C01382,2024-02-26,Midlands,Referral,Mobile,Clothing,New,0.38,35-44
C01383,2022-01-26,North West,Social Media,Mobile,Electronics,New,0.38,35-44
C01384,2024-10-04,Scotland,Social Media,Tablet,Sports,Hibernating,0.12,35-44
C01385,2023-10-25,North West,Organic Search,Mobile,Home & Garden,New,0.38,35-44
C01386,2024-07-24,South West,Email,Mobile,Home & Garden,At Risk,0.28,18-24
C01387,2023-07-18,Yorkshire,Social Media,Mobile,Beauty,Loyal,0.55,18-24
C01388,2021-10-09,Scotland,Paid Search,Mobile,Electronics,Hibernating,0.12,45-54
C01389,2022-05-28,Midlands,Organic Search,Desktop,Electronics,At Risk,0.28,35-44
C01390,2022-06-23,Midlands,Paid Search,Tablet,Electronics,Loyal,0.55,18-24
C01391,2023-09-03,South East,Paid Search,Desktop,Beauty,New,0.38,45-54
C01392,2024-08-01,North West,Social Media,Mobile,Home & Garden,Loyal,0.55,35-44
C01393,2022-03-03,Midlands,Social Media,Desktop,Clothing,New,0.38,55+
C01394,2022-09-04,North West,Paid Search,Mobile,Home & Garden,Lost,0.05,25-34
C01395,2024-07-04,South West,Paid Search,Desktop,Clothing,Loyal,0.55,45-54
C01396,2023-07-12,Midlands,Social Media,Mobile,Clothing,Loyal,0.55,45-54
C01397,2023-12-26,Scotland,Email,Desktop,Clothing,New,0.38,18-24
C01398,2024-05-12,South East,Email,Mobile,Sports,Champions,0.72,25-34
C01399,2021-02-18,Wales,Social Media,Desktop,Clothing,Loyal,0.55,45-54
C01400,2024-09-21,Yorkshire,Email,Tablet,Toys,Loyal,0.55,25-34
C01401,2022-08-26,South East,Social Media,Mobile,Clothing,New,0.38,35-44
C01402,2022-12-24,South East,Email,Mobile,Clothing,New,0.38,25-34
C01403,2024-02-24,London,Email,Mobile,Beauty,Loyal,0.55,18-24
C01404,2023-09-29,Scotland,Email,Desktop,Clothing,At Risk,0.28,45-54
C01405,2024-03-02,Midlands,Paid Search,Tablet,Clothing,Loyal,0.55,55+
C01406,2022-12-26,North West,Social Media,Desktop,Clothing,New,0.38,45-54
C01407,2023-08-29,South East,Email,Desktop,Clothing,Lost,0.05,18-24
C01408,2021-04-22,London,Organic Search,Mobile,Electronics,Loyal,0.55,18-24
C01409,2021-06-09,North West,Paid Search,Mobile,Home & Garden,New,0.38,18-24
C01410,2024-01-20,London,Email,Desktop,Electronics,At Risk,0.28,55+
C01411,2022-05-13,London,Social Media,Mobile,Sports,New,0.38,55+
C01412,2022-09-19,South East,Social Media,Mobile,Beauty,New,0.38,18-24
C01413,2023-08-14,Scotland,Referral,Desktop,Clothing,Lost,0.05,18-24
C01414,2024-04-13,London,Organic Search,Desktop,Clothing,New,0.38,18-24
C01415,2024-05-07,Yorkshire,Email,Mobile,Beauty,At Risk,0.28,25-34
C01416,2024-05-28,Yorkshire,Paid Search,Mobile,Books,New,0.38,25-34
C01417,2023-09-24,Wales,Referral,Mobile,Books,Champions,0.72,25-34
C01418,2021-03-19,South East,Organic Search,Mobile,Home & Garden,Hibernating,0.12,18-24
C01419,2021-07-28,South East,Email,Mobile,Clothing,Loyal,0.55,25-34
C01420,2023-02-20,Wales,Email,Mobile,Electronics,Hibernating,0.12,55+
C01421,2021-06-05,North West,Social Media,Tablet,Clothing,Loyal,0.55,25-34
C01422,2021-03-16,Yorkshire,Email,Desktop,Clothing,At Risk,0.28,35-44
C01423,2023-09-06,South East,Social Media,Mobile,Clothing,Loyal,0.55,25-34
C01424,2024-10-30,Yorkshire,Referral,Mobile,Books,Champions,0.72,45-54
C01425,2024-11-06,Scotland,Organic Search,Mobile,Beauty,New,0.38,35-44
C01426,2022-08-14,Midlands,Organic Search,Desktop,Beauty,New,0.38,18-24
C01427,2022-02-14,Yorkshire,Social Media,Mobile,Clothing,Lost,0.05,18-24
C01428,2022-11-15,North West,Social Media,Desktop,Clothing,At Risk,0.28,25-34
C01429,2024-03-03,London,Organic Search,Mobile,Clothing,At Risk,0.28,35-44
C01430,2023-12-28,Scotland,Paid Search,Mobile,Beauty,At Risk,0.28,25-34
C01431,2021-08-25,Scotland,Organic Search,Mobile,Clothing,Loyal,0.55,55+
C01432,2021-07-15,London,Organic Search,Desktop,Beauty,New,0.38,45-54
C01433,2022-07-18,North East,Email,Mobile,Books,Loyal,0.55,18-24
C01434,2024-05-01,South West,Organic Search,Mobile,Books,Lost,0.05,25-34
C01435,2022-08-29,North West,Social Media,Mobile,Electronics,Champions,0.72,35-44
C01436,2023-09-09,Wales,Referral,Desktop,Beauty,Loyal,0.55,25-34
C01437,2022-04-03,Wales,Organic Search,Mobile,Clothing,Loyal,0.55,35-44
C01438,2023-11-07,London,Paid Search,Mobile,Electronics,New,0.38,45-54
C01439,2021-01-29,South East,Organic Search,Mobile,Clothing,Hibernating,0.12,25-34
C01440,2021-04-27,North West,Direct,Desktop,Books,Lost,0.05,25-34
C01441,2024-01-02,South East,Organic Search,Mobile,Beauty,Loyal,0.55,18-24
C01442,2024-01-20,North West,Email,Mobile,Beauty,Hibernating,0.12,35-44
C01443,2021-01-21,London,Paid Search,Desktop,Electronics,At Risk,0.28,25-34
C01444,2024-11-21,South East,Social Media,Mobile,Electronics,Champions,0.72,25-34
C01445,2023-09-01,London,Organic Search,Mobile,Home & Garden,Loyal,0.55,25-34
C01446,2024-09-19,Midlands,Organic Search,Desktop,Home & Garden,At Risk,0.28,45-54
C01447,2022-02-21,Yorkshire,Email,Desktop,Home & Garden,Loyal,0.55,55+
C01448,2023-04-24,North West,Email,Mobile,Sports,At Risk,0.28,25-34
C01449,2022-09-08,Yorkshire,Organic Search,Desktop,Clothing,Loyal,0.55,35-44
C01450,2021-10-27,Yorkshire,Social Media,Desktop,Clothing,New,0.38,55+
C01451,2023-09-27,South East,Organic Search,Mobile,Beauty,Loyal,0.55,35-44
C01452,2021-10-02,South West,Organic Search,Mobile,Home & Garden,Hibernating,0.12,18-24
C01453,2024-09-09,Yorkshire,Social Media,Desktop,Electronics,At Risk,0.28,35-44
C01454,2022-01-18,Wales,Paid Search,Mobile,Electronics,Champions,0.72,45-54
C01455,2021-07-15,South East,Organic Search,Mobile,Home & Garden,Lost,0.05,55+
C01456,2023-12-19,Wales,Direct,Desktop,Clothing,Loyal,0.55,35-44
C01457,2021-05-14,South East,Paid Search,Desktop,Clothing,New,0.38,25-34
C01458,2022-09-24,Yorkshire,Email,Tablet,Electronics,New,0.38,35-44
C01459,2024-05-17,London,Paid Search,Mobile,Clothing,Lost,0.05,35-44
C01460,2024-10-28,Yorkshire,Organic Search,Mobile,Home & Garden,Loyal,0.55,18-24
C01461,2024-07-12,Midlands,Direct,Desktop,Electronics,Hibernating,0.12,55+
C01462,2024-05-09,London,Email,Mobile,Beauty,Loyal,0.55,45-54
C01463,2024-06-11,London,Organic Search,Desktop,Clothing,Hibernating,0.12,18-24
C01464,2022-10-02,South West,Email,Mobile,Electronics,Lost,0.05,25-34
C01465,2022-08-31,Scotland,Paid Search,Tablet,Toys,New,0.38,55+
C01466,2024-04-10,North West,Organic Search,Mobile,Beauty,At Risk,0.28,35-44
C01467,2024-07-25,London,Direct,Mobile,Beauty,Loyal,0.55,45-54
C01468,2021-02-20,North West,Social Media,Desktop,Beauty,New,0.38,45-54
C01469,2022-11-28,South West,Referral,Mobile,Home & Garden,Hibernating,0.12,45-54
C01470,2021-05-29,Midlands,Paid Search,Mobile,Sports,Champions,0.72,35-44
C01471,2023-09-28,Wales,Social Media,Desktop,Electronics,New,0.38,18-24
C01472,2022-02-01,South East,Paid Search,Mobile,Clothing,Loyal,0.55,35-44
C01473,2021-08-03,North West,Social Media,Mobile,Electronics,Champions,0.72,35-44
C01474,2022-10-01,South East,Social Media,Mobile,Clothing,Lost,0.05,25-34
C01475,2024-01-16,South East,Referral,Desktop,Beauty,Loyal,0.55,45-54
C01476,2024-01-06,South West,Social Media,Mobile,Clothing,New,0.38,25-34
C01477,2024-08-23,Wales,Paid Search,Tablet,Books,At Risk,0.28,35-44
C01478,2023-04-10,North West,Direct,Mobile,Home & Garden,Champions,0.72,35-44
C01479,2023-09-21,Wales,Paid Search,Desktop,Electronics,Loyal,0.55,35-44
C01480,2024-02-11,Midlands,Email,Mobile,Electronics,Hibernating,0.12,55+
C01481,2023-07-16,Midlands,Referral,Desktop,Books,At Risk,0.28,25-34
C01482,2023-11-20,London,Social Media,Desktop,Clothing,Hibernating,0.12,18-24
C01483,2024-07-27,South East,Organic Search,Mobile,Clothing,New,0.38,35-44
C01484,2022-01-21,Wales,Email,Mobile,Beauty,Hibernating,0.12,25-34
C01485,2021-07-21,South West,Organic Search,Desktop,Home & Garden,New,0.38,35-44
C01486,2023-12-26,North West,Social Media,Desktop,Clothing,Champions,0.72,25-34
C01487,2022-09-18,Wales,Referral,Mobile,Electronics,Champions,0.72,25-34
C01488,2021-02-04,North West,Email,Mobile,Home & Garden,At Risk,0.28,35-44
C01489,2022-11-25,Scotland,Email,Mobile,Electronics,Lost,0.05,18-24
C01490,2022-11-17,Midlands,Direct,Mobile,Books,Champions,0.72,45-54
C01491,2021-01-14,Wales,Paid Search,Mobile,Electronics,Lost,0.05,25-34
C01492,2023-11-27,North East,Direct,Mobile,Books,Lost,0.05,25-34
C01493,2023-11-12,Wales,Paid Search,Mobile,Clothing,New,0.38,18-24
C01494,2021-02-07,Wales,Email,Desktop,Books,At Risk,0.28,35-44
C01495,2021-10-17,South West,Organic Search,Mobile,Clothing,Champions,0.72,25-34
C01496,2023-01-23,Midlands,Direct,Tablet,Clothing,Lost,0.05,25-34
C01497,2024-08-02,Yorkshire,Referral,Mobile,Electronics,Lost,0.05,35-44
C01498,2022-07-09,South East,Organic Search,Desktop,Toys,Hibernating,0.12,45-54
C01499,2022-04-13,Yorkshire,Paid Search,Mobile,Electronics,New,0.38,25-34
C01500,2024-08-26,South East,Organic Search,Mobile,Home & Garden,Hibernating,0.12,25-34
C01501,2022-12-20,South East,Direct,Desktop,Sports,At Risk,0.28,45-54
C01502,2024-04-03,London,Paid Search,Mobile,Home & Garden,Loyal,0.55,35-44
C01503,2021-09-20,Wales,Email,Mobile,Home & Garden,Champions,0.72,35-44
C01504,2021-05-22,London,Email,Mobile,Clothing,At Risk,0.28,35-44
C01505,2023-11-29,North West,Social Media,Desktop,Electronics,Loyal,0.55,35-44
C01506,2023-02-24,South East,Email,Desktop,Electronics,At Risk,0.28,25-34
C01507,2022-11-25,North West,Email,Desktop,Home & Garden,Hibernating,0.12,35-44
C01508,2023-07-30,South West,Paid Search,Mobile,Clothing,Champions,0.72,18-24
C01509,2022-03-30,Wales,Organic Search,Tablet,Beauty,Lost,0.05,35-44
C01510,2021-12-29,Scotland,Paid Search,Desktop,Home & Garden,Champions,0.72,35-44
C01511,2022-12-23,Midlands,Paid Search,Mobile,Clothing,Loyal,0.55,18-24
C01512,2021-03-25,London,Paid Search,Mobile,Books,New,0.38,45-54
C01513,2023-06-28,North East,Social Media,Mobile,Sports,Hibernating,0.12,25-34
C01514,2021-10-22,South East,Organic Search,Desktop,Electronics,Loyal,0.55,25-34
C01515,2023-07-01,London,Paid Search,Desktop,Sports,At Risk,0.28,25-34
C01516,2022-01-14,South West,Paid Search,Mobile,Sports,Champions,0.72,35-44
C01517,2023-02-07,Yorkshire,Organic Search,Mobile,Clothing,Loyal,0.55,45-54
C01518,2024-11-02,North West,Paid Search,Mobile,Home & Garden,At Risk,0.28,25-34
C01519,2022-01-09,Yorkshire,Social Media,Desktop,Clothing,New,0.38,18-24
C01520,2024-03-15,Yorkshire,Email,Mobile,Electronics,Champions,0.72,45-54
C01521,2022-08-20,South East,Social Media,Desktop,Clothing,New,0.38,45-54
C01522,2021-04-22,South East,Social Media,Mobile,Clothing,Loyal,0.55,35-44
C01523,2022-07-15,London,Email,Desktop,Beauty,At Risk,0.28,35-44
C01524,2023-01-11,South West,Organic Search,Mobile,Clothing,Loyal,0.55,45-54
C01525,2023-02-15,Midlands,Social Media,Desktop,Clothing,Champions,0.72,25-34
C01526,2021-06-29,Midlands,Email,Mobile,Toys,At Risk,0.28,18-24
C01527,2023-02-04,Scotland,Organic Search,Mobile,Clothing,At Risk,0.28,35-44
C01528,2022-10-21,Wales,Organic Search,Desktop,Toys,Loyal,0.55,18-24
C01529,2023-09-20,Scotland,Direct,Desktop,Clothing,Lost,0.05,55+
C01530,2022-12-16,South East,Paid Search,Mobile,Beauty,Loyal,0.55,55+
C01531,2021-05-28,Yorkshire,Paid Search,Mobile,Electronics,Champions,0.72,25-34
C01532,2023-05-01,London,Direct,Mobile,Home & Garden,Lost,0.05,45-54
C01533,2022-05-17,North West,Paid Search,Tablet,Sports,At Risk,0.28,18-24
C01534,2021-08-05,London,Referral,Desktop,Clothing,New,0.38,35-44
C01535,2024-07-14,South West,Paid Search,Tablet,Sports,At Risk,0.28,25-34
C01536,2022-02-10,North East,Social Media,Mobile,Electronics,Loyal,0.55,18-24
C01537,2021-11-13,Scotland,Organic Search,Desktop,Electronics,New,0.38,55+
C01538,2021-01-09,South East,Paid Search,Tablet,Electronics,Lost,0.05,35-44
C01539,2024-06-22,South East,Email,Mobile,Books,New,0.38,18-24
C01540,2024-02-20,London,Social Media,Mobile,Home & Garden,Lost,0.05,25-34
C01541,2023-04-08,London,Email,Mobile,Beauty,Hibernating,0.12,25-34
C01542,2024-03-03,South East,Paid Search,Desktop,Toys,New,0.38,35-44
C01543,2024-04-02,North West,Paid Search,Tablet,Home & Garden,Lost,0.05,35-44
C01544,2021-03-09,South East,Social Media,Mobile,Electronics,Loyal,0.55,35-44
C01545,2023-06-05,London,Email,Desktop,Sports,At Risk,0.28,55+
C01546,2022-05-03,North West,Paid Search,Mobile,Electronics,At Risk,0.28,45-54
C01547,2023-07-06,Scotland,Paid Search,Mobile,Toys,At Risk,0.28,35-44
C01548,2022-06-10,South East,Social Media,Mobile,Sports,Champions,0.72,35-44
C01549,2024-05-22,Scotland,Organic Search,Mobile,Toys,Lost,0.05,45-54
C01550,2021-01-05,Scotland,Paid Search,Tablet,Sports,Hibernating,0.12,25-34
C01551,2023-01-31,Yorkshire,Paid Search,Mobile,Clothing,New,0.38,25-34
C01552,2024-06-18,London,Organic Search,Desktop,Home & Garden,Lost,0.05,25-34
C01553,2021-06-24,Wales,Organic Search,Mobile,Clothing,Hibernating,0.12,35-44
C01554,2024-03-23,South West,Email,Mobile,Electronics,Loyal,0.55,45-54
C01555,2023-11-28,North East,Social Media,Mobile,Electronics,At Risk,0.28,55+
C01556,2021-12-02,Yorkshire,Direct,Mobile,Electronics,New,0.38,35-44
C01557,2023-07-28,Scotland,Direct,Desktop,Electronics,Loyal,0.55,25-34
C01558,2023-08-25,South West,Paid Search,Tablet,Beauty,At Risk,0.28,55+
C01559,2021-04-19,North West,Organic Search,Mobile,Clothing,Lost,0.05,35-44
C01560,2023-10-02,Yorkshire,Email,Tablet,Books,Hibernating,0.12,25-34
C01561,2024-02-09,London,Organic Search,Mobile,Home & Garden,Loyal,0.55,45-54
C01562,2021-07-04,South West,Paid Search,Mobile,Clothing,Loyal,0.55,35-44
C01563,2023-01-31,South West,Social Media,Mobile,Clothing,Loyal,0.55,45-54
C01564,2021-07-05,Scotland,Email,Mobile,Clothing,New,0.38,45-54
C01565,2021-12-23,South East,Paid Search,Desktop,Electronics,New,0.38,35-44
C01566,2022-03-22,London,Social Media,Mobile,Beauty,Champions,0.72,25-34
C01567,2023-10-03,South West,Organic Search,Mobile,Home & Garden,Hibernating,0.12,25-34
C01568,2024-01-02,North West,Paid Search,Mobile,Sports,New,0.38,25-34
C01569,2023-11-18,South West,Direct,Mobile,Electronics,Hibernating,0.12,45-54
C01570,2024-04-28,Scotland,Organic Search,Desktop,Beauty,Champions,0.72,55+
C01571,2021-06-29,Scotland,Paid Search,Mobile,Books,At Risk,0.28,35-44
C01572,2024-09-01,Midlands,Social Media,Desktop,Books,Loyal,0.55,25-34
C01573,2023-08-17,Yorkshire,Organic Search,Mobile,Home & Garden,Hibernating,0.12,35-44
C01574,2024-05-27,London,Paid Search,Desktop,Clothing,New,0.38,35-44
C01575,2022-11-21,Wales,Organic Search,Mobile,Clothing,Loyal,0.55,45-54
C01576,2024-11-17,North West,Paid Search,Mobile,Electronics,Hibernating,0.12,35-44
C01577,2022-09-02,Scotland,Direct,Tablet,Books,At Risk,0.28,18-24
C01578,2021-03-25,North West,Direct,Mobile,Home & Garden,Loyal,0.55,35-44
C01579,2023-03-23,Scotland,Social Media,Mobile,Beauty,Champions,0.72,35-44
C01580,2022-11-29,Scotland,Social Media,Mobile,Home & Garden,Loyal,0.55,18-24
C01581,2023-04-20,South East,Email,Desktop,Electronics,Loyal,0.55,25-34
C01582,2024-10-06,North East,Direct,Mobile,Beauty,Lost,0.05,18-24
C01583,2021-02-06,Yorkshire,Direct,Desktop,Clothing,At Risk,0.28,25-34
C01584,2024-05-04,London,Email,Mobile,Electronics,Champions,0.72,25-34
C01585,2022-07-30,Midlands,Email,Mobile,Electronics,Hibernating,0.12,35-44
C01586,2021-09-01,Yorkshire,Social Media,Desktop,Clothing,Lost,0.05,35-44
C01587,2021-08-09,South East,Email,Mobile,Beauty,Hibernating,0.12,35-44
C01588,2023-04-17,North West,Paid Search,Desktop,Electronics,At Risk,0.28,35-44
C01589,2023-03-31,South East,Social Media,Desktop,Beauty,Hibernating,0.12,45-54
C01590,2022-12-19,Midlands,Organic Search,Mobile,Clothing,At Risk,0.28,45-54
C01591,2021-01-23,South East,Social Media,Mobile,Clothing,At Risk,0.28,45-54
C01592,2021-04-02,Midlands,Organic Search,Mobile,Electronics,Lost,0.05,55+
C01593,2023-05-21,Wales,Organic Search,Mobile,Clothing,Loyal,0.55,45-54
C01594,2021-09-13,London,Organic Search,Mobile,Sports,Lost,0.05,45-54
C01595,2023-04-04,Yorkshire,Social Media,Mobile,Clothing,Lost,0.05,25-34
C01596,2023-11-07,London,Email,Desktop,Home & Garden,Lost,0.05,35-44
C01597,2022-03-07,North East,Organic Search,Desktop,Clothing,At Risk,0.28,25-34
C01598,2023-03-04,London,Organic Search,Desktop,Clothing,Loyal,0.55,35-44
C01599,2024-01-03,Scotland,Organic Search,Desktop,Home & Garden,Loyal,0.55,55+
C01600,2022-08-06,Scotland,Social Media,Desktop,Electronics,At Risk,0.28,25-34
C01601,2023-06-15,London,Paid Search,Mobile,Home & Garden,New,0.38,18-24
C01602,2021-11-08,Midlands,Direct,Desktop,Electronics,At Risk,0.28,18-24
C01603,2023-09-09,North West,Social Media,Mobile,Beauty,New,0.38,18-24
C01604,2022-06-15,South West,Organic Search,Mobile,Beauty,At Risk,0.28,25-34
C01605,2024-11-04,Midlands,Paid Search,Mobile,Home & Garden,New,0.38,35-44
C01606,2022-01-09,London,Direct,Mobile,Home & Garden,New,0.38,45-54
C01607,2024-08-16,Wales,Paid Search,Desktop,Beauty,Loyal,0.55,45-54
C01608,2023-03-21,South East,Direct,Desktop,Home & Garden,New,0.38,25-34
C01609,2022-07-30,London,Organic Search,Mobile,Electronics,New,0.38,25-34
C01610,2022-02-10,Scotland,Organic Search,Tablet,Toys,At Risk,0.28,18-24
C01611,2024-06-20,North East,Email,Desktop,Beauty,At Risk,0.28,18-24
C01612,2023-07-22,Midlands,Direct,Desktop,Clothing,New,0.38,25-34
C01613,2022-05-31,Wales,Organic Search,Desktop,Home & Garden,Champions,0.72,18-24
C01614,2021-02-28,London,Referral,Mobile,Clothing,Loyal,0.55,55+
C01615,2022-05-13,Wales,Email,Desktop,Home & Garden,Hibernating,0.12,35-44
C01616,2021-12-26,Scotland,Organic Search,Mobile,Sports,At Risk,0.28,35-44
C01617,2023-01-24,London,Paid Search,Mobile,Home & Garden,Lost,0.05,45-54
C01618,2022-12-05,London,Social Media,Mobile,Home & Garden,Loyal,0.55,25-34
C01619,2021-11-08,London,Paid Search,Mobile,Toys,At Risk,0.28,18-24
C01620,2022-03-05,Scotland,Paid Search,Desktop,Toys,New,0.38,55+
C01621,2023-09-21,South East,Paid Search,Mobile,Clothing,Lost,0.05,55+
C01622,2022-05-14,Midlands,Paid Search,Mobile,Home & Garden,At Risk,0.28,45-54
C01623,2024-02-18,Scotland,Organic Search,Desktop,Clothing,Loyal,0.55,45-54
C01624,2021-09-03,Midlands,Paid Search,Mobile,Clothing,Hibernating,0.12,55+
C01625,2021-03-20,North East,Email,Desktop,Electronics,Hibernating,0.12,35-44
C01626,2021-12-26,London,Organic Search,Mobile,Sports,Lost,0.05,25-34
C01627,2024-02-13,London,Paid Search,Desktop,Clothing,Champions,0.72,45-54
C01628,2022-11-01,London,Paid Search,Mobile,Clothing,New,0.38,55+
C01629,2021-04-07,Scotland,Direct,Mobile,Clothing,Hibernating,0.12,45-54
C01630,2021-02-01,London,Email,Desktop,Electronics,Lost,0.05,18-24
C01631,2024-08-25,South East,Paid Search,Mobile,Beauty,New,0.38,18-24
C01632,2022-02-23,Wales,Paid Search,Mobile,Home & Garden,Lost,0.05,25-34
C01633,2021-11-27,Wales,Organic Search,Mobile,Sports,Lost,0.05,35-44
C01634,2023-04-25,Yorkshire,Paid Search,Desktop,Clothing,Hibernating,0.12,18-24
C01635,2022-11-26,London,Paid Search,Mobile,Clothing,New,0.38,55+
C01636,2024-02-20,Wales,Social Media,Mobile,Home & Garden,At Risk,0.28,35-44
C01637,2023-02-28,North West,Organic Search,Mobile,Clothing,Lost,0.05,18-24
C01638,2023-12-29,London,Email,Mobile,Home & Garden,New,0.38,45-54
C01639,2023-10-04,Yorkshire,Direct,Desktop,Books,New,0.38,35-44
C01640,2024-11-27,London,Direct,Desktop,Sports,At Risk,0.28,35-44
C01641,2021-06-02,South East,Direct,Mobile,Electronics,Champions,0.72,45-54
C01642,2024-07-01,Wales,Paid Search,Tablet,Beauty,New,0.38,18-24
C01643,2022-01-07,South West,Organic Search,Desktop,Electronics,Champions,0.72,18-24
C01644,2021-05-27,South East,Organic Search,Mobile,Clothing,Hibernating,0.12,18-24
C01645,2024-11-22,South East,Direct,Desktop,Home & Garden,Hibernating,0.12,35-44
C01646,2024-04-27,North West,Social Media,Mobile,Electronics,New,0.38,25-34
C01647,2021-09-21,North East,Email,Desktop,Clothing,New,0.38,35-44
C01648,2024-11-06,Wales,Organic Search,Desktop,Beauty,Hibernating,0.12,18-24
C01649,2021-05-05,London,Organic Search,Mobile,Electronics,New,0.38,35-44
C01650,2021-08-07,North West,Referral,Tablet,Electronics,Hibernating,0.12,45-54
C01651,2021-10-17,South East,Organic Search,Desktop,Toys,At Risk,0.28,25-34
C01652,2022-11-17,North West,Paid Search,Mobile,Beauty,Hibernating,0.12,18-24
C01653,2021-01-23,Wales,Social Media,Mobile,Electronics,New,0.38,35-44
C01654,2021-11-03,Midlands,Organic Search,Mobile,Toys,Lost,0.05,18-24
C01655,2022-06-02,Wales,Paid Search,Mobile,Home & Garden,At Risk,0.28,18-24
C01656,2024-10-25,South West,Organic Search,Mobile,Electronics,New,0.38,35-44
C01657,2023-11-03,North West,Direct,Tablet,Clothing,New,0.38,55+
