customer_id,churned,recency_days,frequency,monetary,avg_order_value,n_categories,customer_lifetime_days,purchase_rate,r_score,f_score,m_score,rfm_segment,region,acquisition_channel,age_band
C01317,0,5,3,260.53,86.84,2,77,1.154,5,3,2,Loyal Customers,North West,Social Media,18-24
C01318,0,35,5,1371.98,274.4,2,894,0.168,4,5,5,Champions,North East,Paid Search,18-24
C01319,0,14,7,1766.33,252.33,3,659,0.318,5,5,5,Champions,North East,Direct,18-24
C01320,1,235,2,1112.11,556.05,1,154,0.387,2,2,5,Hibernating,Yorkshire,Organic Search,55+
C01321,1,110,7,869.36,124.19,3,257,0.814,3,5,4,Loyal Customers,Midlands,Email,45-54
C01322,1,138,2,100.71,50.36,1,621,0.096,3,2,1,Lost,Scotland,Organic Search,35-44
C01323,0,70,7,1512.06,216.01,3,793,0.264,4,5,5,Champions,South West,Organic Search,18-24
C01326,1,377,3,901.57,300.52,2,591,0.152,1,3,4,At Risk,Scotland,Organic Search,18-24
C01327,0,17,9,782.0,86.89,2,658,0.41,5,5,4,Champions,Wales,Paid Search,45-54
C01329,0,12,8,1635.18,204.4,2,65,3.636,5,5,5,Champions,Scotland,Organic Search,55+
C01330,0,8,1,215.0,215.0,1,0,30.0,5,1,2,Recent Customers,Midlands,Email,45-54
C01331,0,50,3,1475.85,491.95,2,177,0.506,4,3,5,Loyal Customers,London,Email,18-24
C01332,1,126,5,913.72,182.74,2,143,1.042,3,5,4,Loyal Customers,London,Email,18-24
C01333,1,182,2,449.71,224.86,2,44,1.333,2,2,3,Hibernating,South East,Paid Search,55+
C01334,1,110,7,1417.53,202.5,2,280,0.747,3,5,5,Loyal Customers,South East,Social Media,25-34
C01335,0,64,6,2052.79,342.13,3,480,0.374,4,5,5,Champions,London,Email,35-44
C01336,0,88,5,1070.98,214.2,1,273,0.547,3,5,5,Loyal Customers,North West,Social Media,35-44
C01337,0,61,5,697.21,139.44,2,536,0.279,4,5,4,Champions,Midlands,Social Media,18-24
C01338,1,369,2,369.97,184.98,2,308,0.194,1,2,2,Hibernating,London,Paid Search,45-54
C01339,0,43,1,607.74,607.74,1,0,30.0,4,1,3,Recent Customers,North East,Email,18-24
C01340,0,62,3,1182.64,394.21,2,413,0.217,4,3,5,Loyal Customers,Scotland,Email,35-44
C01341,1,227,1,33.98,33.98,1,0,30.0,2,1,1,Hibernating,South East,Paid Search,18-24
C01342,0,25,11,1451.08,131.92,4,281,1.17,5,5,5,Champions,London,Organic Search,35-44
C01343,1,385,1,260.24,260.24,1,0,30.0,1,1,2,Hibernating,Midlands,Paid Search,25-34
C01345,1,111,5,784.2,156.84,1,410,0.365,3,5,4,Loyal Customers,Scotland,Paid Search,25-34
C01346,1,137,1,180.17,180.17,1,0,30.0,3,1,1,Lost,North West,Organic Search,25-34
C01347,1,251,2,297.81,148.91,2,217,0.275,2,2,2,Hibernating,Yorkshire,Social Media,45-54
C01349,1,361,1,224.4,224.4,1,0,30.0,2,1,2,Hibernating,North West,Referral,18-24
C01350,1,231,2,198.26,99.13,1,190,0.314,2,2,2,Hibernating,Midlands,Referral,25-34
C01351,1,574,1,306.03,306.03,1,0,30.0,1,1,2,Hibernating,Wales,Social Media,25-34
C01352,1,95,9,1763.62,195.96,1,644,0.419,3,5,5,Loyal Customers,Wales,Paid Search,35-44
C01353,0,10,3,410.56,136.85,2,43,2.045,5,3,3,Loyal Customers,North East,Social Media,25-34
C01354,1,114,3,205.72,68.57,1,381,0.236,3,3,2,Loyal Customers,Scotland,Social Media,35-44
C01355,1,126,3,350.06,116.69,1,758,0.119,3,3,2,Loyal Customers,South East,Email,35-44
C01357,0,19,2,230.05,115.02,1,47,1.25,5,2,2,Recent Customers,Scotland,Paid Search,25-34
C01358,1,453,3,220.04,73.35,2,597,0.151,1,3,2,At Risk,North West,Paid Search,45-54
C01359,1,183,2,100.31,50.16,2,130,0.458,2,2,1,Hibernating,North West,Paid Search,55+
C01360,1,119,2,82.76,41.38,2,4,12.0,3,2,1,Lost,Yorkshire,Email,55+
C01361,1,170,1,168.28,168.28,1,0,30.0,3,1,1,Lost,South West,Direct,35-44
C01362,0,64,5,1307.05,261.41,2,838,0.179,4,5,5,Champions,North East,Email,35-44
C01363,0,21,1,85.2,85.2,1,0,30.0,5,1,1,Recent Customers,Midlands,Email,35-44
C01366,1,157,1,158.61,158.61,1,0,30.0,3,1,1,Lost,London,Direct,35-44
C01367,1,196,1,55.9,55.9,1,0,30.0,2,1,1,Hibernating,London,Organic Search,45-54
C01368,1,339,1,96.98,96.98,1,0,30.0,2,1,1,Hibernating,Midlands,Email,55+
C01369,1,100,4,457.99,114.5,3,372,0.322,3,4,3,Loyal Customers,North West,Organic Search,45-54
C01370,1,146,6,2453.74,408.96,2,640,0.281,3,5,5,Loyal Customers,South East,Referral,35-44
C01371,1,117,7,670.0,95.71,3,621,0.338,3,5,4,Loyal Customers,Scotland,Organic Search,35-44
C01372,1,193,1,58.14,58.14,1,0,30.0,2,1,1,Hibernating,Yorkshire,Email,18-24
C01373,1,617,5,1151.66,230.33,2,458,0.327,1,5,5,Cannot Lose Them,Wales,Paid Search,45-54
C01374,1,232,4,205.02,51.26,1,209,0.571,2,4,2,Cannot Lose Them,London,Paid Search,45-54
C01376,1,186,3,1004.21,334.74,2,117,0.763,2,3,4,At Risk,Scotland,Paid Search,18-24
C01377,1,159,6,537.15,89.52,3,823,0.218,3,5,3,Loyal Customers,London,Social Media,25-34
C01378,1,98,5,568.66,113.73,2,589,0.254,3,5,3,Loyal Customers,North West,Email,35-44
C01379,1,514,2,151.24,75.62,1,36,1.622,1,2,1,Hibernating,South East,Organic Search,25-34
C01380,1,262,3,411.32,137.11,1,686,0.131,2,3,3,At Risk,South East,Social Media,25-34
C01381,0,80,5,979.15,195.83,1,938,0.16,4,5,4,Champions,Yorkshire,Paid Search,45-54
C01382,0,89,2,707.47,353.74,2,123,0.484,3,2,4,Lost,Midlands,Referral,35-44
C01383,1,202,4,500.9,125.22,4,429,0.279,2,4,3,Cannot Lose Them,North West,Social Media,35-44
C01384,0,2,1,166.82,166.82,1,0,30.0,5,1,1,Recent Customers,Scotland,Social Media,35-44
C01385,0,86,2,211.02,105.51,1,253,0.236,3,2,2,Lost,North West,Organic Search,35-44
C01387,0,19,4,488.4,122.1,1,446,0.268,5,4,3,Champions,Yorkshire,Social Media,18-24
C01388,1,617,1,216.96,216.96,1,0,30.0,1,1,2,Hibernating,Scotland,Paid Search,45-54
C01391,0,56,1,172.02,172.02,1,0,30.0,4,1,1,Recent Customers,South East,Paid Search,45-54
C01392,0,20,4,795.6,198.9,3,123,0.968,5,4,4,Champions,North West,Social Media,35-44
C01393,0,85,2,555.16,277.58,2,493,0.121,4,2,3,Recent Customers,Midlands,Social Media,55+
C01395,1,95,2,193.11,96.56,2,31,1.875,3,2,1,Lost,South West,Paid Search,45-54
C01396,1,169,2,204.28,102.14,1,21,2.727,3,2,2,Lost,Midlands,Social Media,45-54
C01397,0,16,2,609.25,304.62,2,38,1.538,5,2,3,Recent Customers,Scotland,Email,18-24
C01398,0,13,10,1520.17,152.02,3,181,1.648,5,5,5,Champions,South East,Email,25-34
C01399,1,297,2,181.72,90.86,1,572,0.105,2,2,1,Hibernating,Wales,Social Media,45-54
C01400,0,12,4,305.28,76.32,2,87,1.364,5,4,2,Champions,Yorkshire,Email,25-34
C01401,1,92,7,1223.96,174.85,3,692,0.303,3,5,5,Loyal Customers,South East,Social Media,35-44
C01402,1,154,3,466.37,155.46,2,365,0.246,3,3,3,Loyal Customers,South East,Email,25-34
C01403,0,24,5,724.0,144.8,4,212,0.704,5,5,4,Champions,London,Email,18-24
C01404,0,86,2,262.06,131.03,2,333,0.18,3,2,2,Lost,Scotland,Email,45-54
C01405,0,14,4,1653.01,413.25,3,156,0.764,5,4,5,Champions,Midlands,Paid Search,55+
C01406,1,283,3,390.55,130.18,2,307,0.292,2,3,3,At Risk,North West,Social Media,45-54
C01408,1,98,5,1195.98,239.2,3,929,0.161,3,5,5,Loyal Customers,London,Organic Search,18-24
C01409,0,69,4,481.73,120.43,3,1148,0.104,4,4,3,Champions,North West,Paid Search,18-24
C01410,1,329,1,231.6,231.6,1,0,30.0,2,1,2,Hibernating,London,Email,55+
C01411,1,218,3,304.13,101.38,2,662,0.136,2,3,2,At Risk,London,Social Media,55+
C01412,0,12,5,454.89,90.98,2,636,0.235,5,5,3,Champions,South East,Social Media,18-24
C01415,0,18,4,613.76,153.44,3,138,0.863,5,4,3,Champions,Yorkshire,Email,25-34
C01416,0,79,4,418.3,104.58,2,83,1.429,4,4,3,Champions,Yorkshire,Paid Search,25-34
C01417,0,22,5,315.95,63.19,1,377,0.397,5,5,2,Champions,Wales,Referral,25-34
C01418,1,246,3,252.7,84.23,1,895,0.1,2,3,2,At Risk,South East,Organic Search,18-24
C01419,1,260,3,325.87,108.62,2,335,0.268,2,3,2,At Risk,South East,Email,25-34
C01420,1,215,3,659.07,219.69,1,124,0.72,2,3,4,At Risk,Wales,Email,55+
C01421,1,218,5,918.53,183.71,3,913,0.164,2,5,4,Cannot Lose Them,North West,Social Media,25-34
C01422,1,647,2,211.8,105.9,1,435,0.138,1,2,2,Hibernating,Yorkshire,Email,35-44
C01423,0,4,3,544.23,181.41,1,155,0.577,5,3,3,Loyal Customers,South East,Social Media,25-34
C01424,0,19,8,1012.18,126.52,4,39,6.0,5,5,4,Champions,Yorkshire,Referral,45-54
C01425,0,17,2,295.64,147.82,1,25,2.308,5,2,2,Recent Customers,Scotland,Organic Search,35-44
C01427,1,1050,1,159.74,159.74,1,0,30.0,1,1,1,Hibernating,Yorkshire,Social Media,18-24
C01428,1,764,1,384.65,384.65,1,0,30.0,1,1,2,Hibernating,North West,Social Media,25-34
C01429,1,224,1,193.43,193.43,1,0,30.0,2,1,1,Hibernating,London,Organic Search,35-44
C01430,1,340,1,113.78,113.78,1,0,30.0,2,1,1,Hibernating,Scotland,Paid Search,25-34
C01431,1,217,3,270.63,90.21,2,1007,0.089,2,3,2,At Risk,Scotland,Organic Search,55+
C01432,0,83,2,186.61,93.3,2,224,0.267,4,2,1,Recent Customers,London,Organic Search,45-54
C01433,1,128,5,300.59,60.12,2,706,0.212,3,5,2,Loyal Customers,North East,Email,18-24
C01435,1,132,6,2887.92,481.32,2,609,0.295,3,5,5,Loyal Customers,North West,Social Media,35-44
C01436,0,43,5,469.08,93.82,4,397,0.377,4,5,3,Champions,Wales,Referral,25-34
C01437,1,249,3,381.09,127.03,3,131,0.682,2,3,2,At Risk,Wales,Organic Search,35-44
C01438,1,130,2,412.68,206.34,1,54,1.091,3,2,3,Lost,London,Paid Search,45-54
C01439,1,931,1,196.63,196.63,1,0,30.0,1,1,1,Hibernating,South East,Organic Search,25-34
C01441,0,19,6,636.35,106.06,2,340,0.528,5,5,4,Champions,South East,Organic Search,18-24
C01443,1,256,3,566.65,188.88,2,1001,0.09,2,3,3,At Risk,London,Paid Search,25-34
C01444,0,18,4,1235.63,308.91,3,17,6.667,5,4,5,Champions,South East,Social Media,25-34
C01445,1,308,4,717.58,179.4,2,154,0.774,2,4,4,Cannot Lose Them,London,Organic Search,25-34
C01446,0,65,2,820.76,410.38,2,24,2.4,4,2,4,Recent Customers,Midlands,Organic Search,45-54
C01447,1,228,4,860.31,215.08,2,800,0.15,2,4,4,Cannot Lose Them,Yorkshire,Email,55+
C01448,0,70,1,17.56,17.56,1,0,30.0,4,1,1,Recent Customers,North West,Email,25-34
C01449,0,83,7,1140.23,162.89,3,761,0.276,4,5,5,Champions,Yorkshire,Organic Search,35-44
C01450,0,58,5,621.41,124.28,2,992,0.151,4,5,3,Champions,Yorkshire,Social Media,55+
C01451,1,172,5,566.13,113.23,2,288,0.519,3,5,3,Loyal Customers,South East,Organic Search,35-44
C01452,1,323,1,134.03,134.03,1,0,30.0,2,1,1,Hibernating,South West,Organic Search,18-24
C01453,0,16,4,2056.91,514.23,1,96,1.237,5,4,5,Champions,Yorkshire,Social Media,35-44
C01454,0,11,9,2278.94,253.22,2,1047,0.258,5,5,5,Champions,Wales,Paid Search,45-54
C01456,0,12,3,463.0,154.33,2,59,1.5,5,3,3,Loyal Customers,Wales,Direct,35-44
C01457,1,698,1,42.91,42.91,1,0,30.0,1,1,1,Hibernating,South East,Paid Search,25-34
C01458,1,365,5,940.4,188.08,3,417,0.359,1,5,4,Cannot Lose Them,Yorkshire,Email,35-44
C01459,0,88,1,74.05,74.05,1,0,30.0,3,1,1,Lost,London,Paid Search,35-44
C01460,0,14,5,1970.21,394.04,2,24,6.0,5,5,5,Champions,Yorkshire,Organic Search,18-24
C01461,0,2,2,754.51,377.26,2,17,3.333,5,2,4,Recent Customers,Midlands,Direct,55+
C01462,0,18,1,134.71,134.71,1,0,30.0,5,1,1,Recent Customers,London,Email,45-54
C01463,1,139,1,66.52,66.52,1,0,30.0,3,1,1,Lost,London,Organic Search,18-24
C01464,0,57,1,208.01,208.01,1,0,30.0,4,1,2,Recent Customers,South West,Email,25-34
C01465,0,35,3,306.25,102.08,2,647,0.139,4,3,2,Loyal Customers,Scotland,Paid Search,55+
C01466,0,26,3,796.47,265.49,2,129,0.692,5,3,4,Loyal Customers,North West,Organic Search,35-44
C01467,0,6,8,838.0,104.75,4,64,3.692,5,5,4,Champions,London,Direct,45-54
C01468,1,1410,1,131.83,131.83,1,0,30.0,1,1,1,Hibernating,North West,Social Media,45-54
C01470,0,59,8,1124.55,140.57,4,1209,0.198,4,5,5,Champions,Midlands,Paid Search,35-44
C01471,0,73,3,1497.96,499.32,1,304,0.295,4,3,5,Loyal Customers,Wales,Social Media,18-24
C01472,1,112,6,1032.58,172.1,4,912,0.197,3,5,5,Loyal Customers,South East,Paid Search,35-44
C01473,0,23,6,1117.71,186.28,2,1200,0.15,5,5,5,Champions,North West,Social Media,35-44
C01475,0,10,3,289.47,96.49,2,289,0.31,5,3,2,Loyal Customers,South East,Referral,45-54
C01476,1,320,2,419.41,209.7,1,33,1.765,2,2,3,Hibernating,South West,Social Media,25-34
C01477,0,67,3,93.65,31.22,1,53,1.667,4,3,1,Loyal Customers,Wales,Paid Search,35-44
C01478,0,68,7,1191.27,170.18,3,464,0.452,4,5,5,Champions,North West,Direct,35-44
C01479,0,47,5,2326.59,465.32,2,387,0.387,4,5,5,Champions,Wales,Paid Search,35-44
C01480,0,19,1,56.56,56.56,1,0,30.0,5,1,1,Recent Customers,Midlands,Email,55+
C01481,1,113,3,308.98,102.99,2,333,0.269,3,3,2,Loyal Customers,Midlands,Referral,25-34
C01482,0,88,1,142.09,142.09,1,0,30.0,3,1,1,Lost,London,Social Media,18-24
C01483,0,14,3,680.93,226.98,1,64,1.385,5,3,4,Loyal Customers,South East,Organic Search,35-44
C01484,0,80,4,397.78,99.44,2,818,0.147,4,4,3,Champions,Wales,Email,25-34
C01485,1,492,5,698.91,139.78,2,728,0.206,1,5,4,Cannot Lose Them,South West,Organic Search,35-44
C01486,1,135,3,300.38,100.13,2,117,0.763,3,3,2,Loyal Customers,North West,Social Media,25-34
C01487,1,137,5,953.49,190.7,3,298,0.502,3,5,4,Loyal Customers,Wales,Referral,25-34
C01488,1,594,3,536.08,178.69,1,549,0.164,1,3,3,At Risk,North West,Email,35-44
C01489,1,141,1,253.58,253.58,1,0,30.0,3,1,2,Lost,Scotland,Email,18-24
C01490,1,237,7,689.26,98.47,3,534,0.393,2,5,4,Cannot Lose Them,Midlands,Direct,45-54
C01491,1,375,1,623.27,623.27,1,0,30.0,1,1,3,Hibernating,Wales,Paid Search,25-34
C01493,1,276,2,190.67,95.34,1,32,1.818,2,2,1,Hibernating,Wales,Paid Search,18-24
C01494,1,509,2,62.44,31.22,1,681,0.088,1,2,1,Hibernating,Wales,Email,35-44
C01495,1,706,4,479.99,120.0,2,329,0.364,1,4,3,Cannot Lose Them,South West,Organic Search,25-34
C01496,1,657,1,306.39,306.39,1,0,30.0,1,1,2,Hibernating,Midlands,Direct,25-34
C01499,0,44,2,932.45,466.22,1,173,0.345,4,2,4,Recent Customers,Yorkshire,Paid Search,25-34
C01500,0,24,2,580.71,290.36,2,66,0.896,5,2,3,Recent Customers,South East,Organic Search,25-34
C01501,1,589,2,181.53,90.76,1,90,0.659,1,2,1,Hibernating,South East,Direct,45-54
C01502,0,22,4,1189.98,297.5,1,80,1.481,5,4,5,Champions,London,Paid Search,35-44
C01503,1,376,2,184.95,92.48,1,812,0.074,1,2,1,Hibernating,Wales,Email,35-44
C01504,1,735,2,151.35,75.68,2,579,0.103,1,2,1,Hibernating,London,Email,35-44
C01505,1,153,4,1552.76,388.19,2,76,1.558,3,4,5,Loyal Customers,North West,Social Media,35-44
C01506,1,160,5,1448.36,289.67,4,450,0.333,3,5,5,Loyal Customers,South East,Email,25-34
C01507,1,294,3,447.49,149.16,2,314,0.286,2,3,3,At Risk,North West,Email,35-44
C01508,0,36,9,1801.89,200.21,3,419,0.643,4,5,5,Champions,South West,Paid Search,18-24
C01509,1,119,1,104.83,104.83,1,0,30.0,3,1,1,Lost,Wales,Organic Search,35-44
C01510,1,121,9,1375.44,152.83,4,917,0.294,3,5,5,Loyal Customers,Scotland,Paid Search,35-44
C01511,1,402,3,585.72,195.24,2,127,0.703,1,3,3,At Risk,Midlands,Paid Search,18-24
C01512,1,131,5,364.09,72.82,2,1224,0.122,3,5,2,Loyal Customers,London,Paid Search,45-54
C01513,1,514,1,64.93,64.93,1,0,30.0,1,1,1,Hibernating,North East,Social Media,25-34
C01514,1,444,4,1347.33,336.83,1,572,0.209,1,4,5,Cannot Lose Them,South East,Organic Search,25-34
C01515,0,78,3,540.45,180.15,1,403,0.223,4,3,3,Loyal Customers,London,Paid Search,25-34
C01516,0,32,8,933.78,116.72,1,980,0.245,5,5,4,Champions,South West,Paid Search,35-44
C01517,1,360,3,622.82,207.61,3,286,0.314,2,3,3,At Risk,Yorkshire,Organic Search,45-54
C01518,0,15,2,759.33,379.66,2,13,4.286,5,2,4,Recent Customers,North West,Paid Search,25-34
C01519,0,49,7,1170.35,167.19,4,734,0.286,4,5,5,Champions,Yorkshire,Social Media,18-24
C01520,0,3,8,1974.92,246.86,3,268,0.892,5,5,5,Champions,Yorkshire,Email,45-54
C01521,1,585,2,574.61,287.3,1,165,0.361,1,2,3,Hibernating,South East,Social Media,45-54
C01522,1,555,3,506.83,168.94,2,147,0.608,1,3,3,At Risk,South East,Social Media,35-44
C01524,1,169,4,1018.59,254.65,3,345,0.347,3,4,4,Loyal Customers,South West,Organic Search,45-54
C01525,1,99,4,740.93,185.23,2,510,0.235,3,4,4,Loyal Customers,Midlands,Social Media,25-34
C01527,0,63,3,493.97,164.66,2,572,0.157,4,3,3,Loyal Customers,Scotland,Organic Search,35-44
C01528,1,412,4,436.22,109.06,2,318,0.376,1,4,3,Cannot Lose Them,Wales,Organic Search,18-24
C01529,1,309,1,70.84,70.84,1,0,30.0,2,1,1,Hibernating,Scotland,Direct,55+
C01530,1,205,2,416.42,208.21,2,522,0.115,2,2,3,Hibernating,South East,Paid Search,55+
C01531,1,713,3,540.11,180.04,3,239,0.375,1,3,3,At Risk,Yorkshire,Paid Search,25-34
C01532,1,209,1,182.23,182.23,1,0,30.0,2,1,1,Hibernating,London,Direct,45-54
C01533,1,302,3,440.24,146.75,3,389,0.231,2,3,3,At Risk,North West,Paid Search,18-24
C01534,1,652,2,174.48,87.24,1,293,0.204,1,2,1,Hibernating,London,Referral,35-44
C01535,0,5,1,529.82,529.82,1,0,30.0,5,1,3,Recent Customers,South West,Paid Search,25-34
C01536,1,237,8,3061.92,382.74,2,555,0.432,2,5,5,Cannot Lose Them,North East,Social Media,18-24
C01537,0,14,6,3147.91,524.65,1,1000,0.18,5,5,5,Champions,Scotland,Organic Search,55+
C01538,0,67,1,358.58,358.58,1,0,30.0,4,1,2,Recent Customers,South East,Paid Search,35-44
C01539,0,26,3,230.88,76.96,2,60,1.475,5,3,2,Loyal Customers,South East,Email,18-24
C01542,0,73,4,1137.39,284.35,2,184,0.649,4,4,5,Champions,South East,Paid Search,35-44
C01543,0,34,2,489.64,244.82,2,168,0.355,4,2,3,Recent Customers,North West,Paid Search,35-44
C01544,0,5,3,705.85,235.28,2,834,0.108,5,3,4,Loyal Customers,South East,Social Media,35-44
C01545,1,379,1,132.81,132.81,1,0,30.0,1,1,1,Hibernating,London,Email,55+
C01546,1,427,2,1129.16,564.58,1,336,0.178,1,2,5,Hibernating,North West,Paid Search,45-54
C01547,1,197,4,342.09,85.52,3,287,0.417,2,4,2,Cannot Lose Them,Scotland,Paid Search,35-44
C01548,0,24,3,424.93,141.64,2,892,0.101,5,3,3,Loyal Customers,South East,Social Media,35-44
C01550,1,162,1,44.16,44.16,1,0,30.0,3,1,1,Lost,Scotland,Paid Search,25-34
C01551,0,43,3,467.27,155.76,2,483,0.186,4,3,3,Loyal Customers,Yorkshire,Paid Search,25-34
C01553,1,153,4,832.75,208.19,2,1032,0.116,3,4,4,Loyal Customers,Wales,Organic Search,35-44
C01554,0,81,4,1418.75,354.69,2,202,0.591,4,4,5,Champions,South West,Email,45-54
C01555,1,169,5,1503.82,300.76,2,167,0.893,3,5,5,Loyal Customers,North East,Social Media,55+
C01556,0,9,2,909.37,454.68,2,476,0.126,5,2,4,Recent Customers,Yorkshire,Direct,35-44
C01557,0,6,8,2779.58,347.45,1,463,0.517,5,5,5,Champions,Scotland,Direct,25-34
C01558,1,144,3,360.91,120.3,1,201,0.446,3,3,2,Loyal Customers,South West,Paid Search,55+
C01561,0,32,2,808.31,404.16,1,203,0.294,5,2,4,Recent Customers,London,Organic Search,45-54
C01562,1,473,5,1217.61,243.52,3,724,0.207,1,5,5,Cannot Lose Them,South West,Paid Search,35-44
C01563,1,327,3,592.55,197.52,2,283,0.317,2,3,3,At Risk,South West,Social Media,45-54
C01564,1,354,2,190.74,95.37,2,230,0.26,2,2,1,Hibernating,Scotland,Email,45-54
C01565,1,677,1,131.01,131.01,1,0,30.0,1,1,1,Hibernating,South East,Paid Search,35-44
C01566,0,36,9,1380.0,153.33,4,884,0.305,4,5,5,Champions,London,Social Media,25-34
C01567,1,404,1,184.47,184.47,1,0,30.0,1,1,1,Hibernating,South West,Organic Search,25-34
C01568,0,81,1,51.64,51.64,1,0,30.0,4,1,1,Recent Customers,North West,Paid Search,25-34
C01569,0,74,2,825.4,412.7,2,298,0.201,4,2,4,Recent Customers,South West,Direct,45-54
C01570,0,33,5,659.67,131.93,2,211,0.708,4,5,4,Champions,Scotland,Organic Search,55+
C01571,1,608,3,212.53,70.84,3,317,0.283,1,3,2,At Risk,Scotland,Paid Search,35-44
C01572,0,17,8,816.94,102.12,3,102,2.33,5,5,4,Champions,Midlands,Social Media,25-34
C01574,0,88,3,385.03,128.34,1,111,0.804,3,3,2,Loyal Customers,London,Paid Search,35-44
C01575,1,251,4,366.52,91.63,3,444,0.27,2,4,2,Cannot Lose Them,Wales,Organic Search,45-54
C01577,1,246,2,86.92,43.46,1,393,0.152,2,2,1,Hibernating,Scotland,Direct,18-24
C01578,0,64,4,782.69,195.67,2,816,0.147,4,4,4,Champions,North West,Direct,35-44
C01579,0,4,7,524.73,74.96,2,605,0.347,5,5,3,Champions,Scotland,Social Media,35-44
C01580,0,26,6,1225.02,204.17,3,694,0.259,5,5,5,Champions,Scotland,Social Media,18-24
C01581,0,24,7,2472.76,353.25,3,553,0.379,5,5,5,Champions,South East,Email,25-34
C01584,0,14,6,1223.95,203.99,2,191,0.938,5,5,5,Champions,London,Email,25-34
C01585,1,342,1,120.4,120.4,1,0,30.0,2,1,1,Hibernating,Midlands,Email,35-44
C01586,1,1183,1,92.56,92.56,1,0,30.0,1,1,1,Hibernating,Yorkshire,Social Media,35-44
C01587,1,1032,1,81.05,81.05,1,0,30.0,1,1,1,Hibernating,South East,Email,35-44
C01588,1,208,3,236.76,78.92,3,280,0.32,2,3,2,At Risk,North West,Paid Search,35-44
C01589,0,37,2,405.29,202.64,1,350,0.171,4,2,3,Recent Customers,South East,Social Media,45-54
C01591,0,15,3,464.71,154.9,2,1023,0.088,5,3,3,Loyal Customers,South East,Social Media,45-54
C01592,1,345,2,171.26,85.63,2,443,0.135,2,2,1,Hibernating,Midlands,Organic Search,55+
C01593,1,163,5,738.15,147.63,1,395,0.379,3,5,4,Loyal Customers,Wales,Organic Search,45-54
C01594,1,108,2,432.65,216.32,2,1024,0.059,3,2,3,Lost,London,Organic Search,45-54
C01595,1,136,1,268.32,268.32,1,0,30.0,3,1,2,Lost,Yorkshire,Social Media,25-34
C01596,1,200,1,87.66,87.66,1,0,30.0,2,1,1,Hibernating,London,Email,35-44
C01597,1,471,3,202.18,67.39,2,160,0.559,1,3,2,At Risk,North East,Organic Search,25-34
C01598,1,99,5,697.07,139.41,3,542,0.276,3,5,4,Loyal Customers,London,Organic Search,35-44
C01599,0,69,6,1172.27,195.38,4,222,0.807,4,5,5,Champions,Scotland,Organic Search,55+
C01600,1,117,2,247.85,123.93,1,544,0.11,3,2,2,Lost,Scotland,Social Media,25-34
C01601,0,60,6,1493.48,248.91,2,499,0.36,4,5,5,Champions,London,Paid Search,18-24
C01602,1,107,7,1385.42,197.92,2,975,0.215,3,5,5,Loyal Customers,Midlands,Direct,18-24
C01603,1,117,1,102.83,102.83,1,0,30.0,3,1,1,Lost,North West,Social Media,18-24
C01604,1,809,1,220.57,220.57,1,0,30.0,1,1,2,Hibernating,South West,Organic Search,25-34
C01605,0,4,5,1692.3,338.46,2,36,4.054,5,5,5,Champions,Midlands,Paid Search,35-44
C01606,0,33,7,1417.68,202.53,1,964,0.218,4,5,5,Champions,London,Direct,45-54
C01607,0,11,2,354.8,177.4,2,8,6.667,5,2,2,Recent Customers,Wales,Paid Search,45-54
C01608,0,85,2,330.41,165.2,2,285,0.21,4,2,2,Recent Customers,South East,Direct,25-34
C01609,1,136,5,1798.02,359.6,3,722,0.207,3,5,5,Loyal Customers,London,Organic Search,25-34
C01610,0,41,6,816.62,136.1,2,929,0.194,4,5,4,Champions,Scotland,Organic Search,18-24
C01611,0,7,2,303.61,151.8,1,37,1.579,5,2,2,Recent Customers,North East,Email,18-24
C01612,1,200,5,697.55,139.51,1,327,0.457,2,5,4,Cannot Lose Them,Midlands,Direct,25-34
C01613,1,371,4,619.28,154.82,1,545,0.22,1,4,3,Cannot Lose Them,Wales,Organic Search,18-24
C01614,0,44,5,1424.72,284.94,3,1346,0.111,4,5,5,Champions,London,Referral,55+
C01616,0,70,2,385.83,192.92,1,941,0.064,4,2,2,Recent Customers,Scotland,Organic Search,35-44
C01617,1,578,1,132.77,132.77,1,0,30.0,1,1,1,Hibernating,London,Paid Search,45-54
C01618,0,40,2,540.71,270.36,1,650,0.092,4,2,3,Recent Customers,London,Social Media,25-34
C01620,0,39,1,263.81,263.81,1,0,30.0,4,1,2,Recent Customers,Scotland,Paid Search,55+
C01622,1,535,2,390.23,195.12,1,333,0.18,1,2,3,Hibernating,Midlands,Paid Search,45-54
C01623,0,36,6,1286.8,214.47,3,149,1.2,4,5,5,Champions,Scotland,Organic Search,45-54
C01625,1,132,1,90.59,90.59,1,0,30.0,3,1,1,Lost,North East,Email,35-44
C01627,1,110,4,894.05,223.51,2,87,1.364,3,4,4,Loyal Customers,London,Paid Search,45-54
C01628,0,22,3,692.59,230.86,1,303,0.296,5,3,4,Loyal Customers,London,Paid Search,55+
C01629,1,465,2,224.82,112.41,2,313,0.191,1,2,2,Hibernating,Scotland,Direct,45-54
C01631,0,47,2,143.05,71.53,1,28,2.069,4,2,1,Recent Customers,South East,Paid Search,18-24
C01635,0,62,3,686.57,228.86,2,514,0.175,4,3,4,Loyal Customers,London,Paid Search,55+
C01636,1,93,4,823.09,205.77,2,199,0.6,3,4,4,Loyal Customers,Wales,Social Media,35-44
